PMID,Title,Authors,Abstract,Journal,Year,Country,DOI,PublicationType,MeSH,Keywords,methods&algorithms,organism
35765559,Validation of reference genes for the normalization of RT-qPCR gene expression in <i>Bacillus siamensis</i> 1021 grown in different culture media.,"Nuwong Warinya, Kittiwongwattana Chokchai","House-keeping genes are generally selected as reference genes in gene expression analysis. However, some genes may not be stably expressed across all experimental conditions. Thus, this study aimed to validate seven house-keeping genes for gene expression analysis in <i>Bacillus siamensis</i> 1021.",Iranian journal of microbiology,2022.0,Iran,10.18502/ijm.v14i2.9188,Journal Article,,"Bacillus, Culture media, Gene expression, Reverse-transcription quantitative polymerase chain reaction",No methods or algorithms were mentioned in the abstract.,<i>Bacillus siamensis</i> 1021
33122080,"Selection and validation of reference genes for RT-qPCR normalization in different tissues of milk thistle (Silybum marianum, Gaert.).","Fulvio Flavia, Martinelli Tommaso, Paris Roberta","Quantitative reverse transcription PCR is a sensitive technique for evaluating transcriptional profiles in different experimental datasets. To obtain a reliable quantification of the transcripts level, data normalization with stable reference genes is required. Stable reference genes are identified after analysis of their transcripts profile in every new experiment and species of interest. In Silybum marianum, a widely cultivated officinal plant, only few gene expression studies exist, and reference genes for RT-qPCR studies in the diverse plant tissues have never been investigated before. In this work, the expression stability of 10 candidate reference genes was evaluated in leaves, roots, stems and fruits of S. marianum grown under physiological environmental condition. The stability values for each candidate reference gene were calculated by four canonical statistical algorithms GeNorm, NormFinder, Bestkeeper and ΔCt method in different subsets of samples, then they were ranked with RefFinder from the most to the least suitable for normalization. Best combinations of reference genes are finally proposed for different experimental data sets, including all tissues, vegetative, and reproductive tissues separately. Three target genes putatively involved in important biosynthetic pathway leading to key metabolites in the fruits of milk thistle, such as silymarin and fatty acids, were analyzed with the chosen panels of reference genes, in comparison to the ones used in previous papers. To the best of our knowledge, this is the first report on a reliable and systematic identification and validation of the reference genes for RT-qPCR normalization to study gene expression in S. marianum.",Gene,2021.0,Netherlands,10.1016/j.gene.2020.145272,"Journal Article, Validation Study","Fatty Acids, Gene Expression Profiling, Gene Expression Regulation, Plant, Silybum marianum, Real-Time Polymerase Chain Reaction, Reference Standards, Silymarin, Transcriptome","Bioactive compounds, Milk thistle, Silymarin, Transcript analysis","GeNorm, NormFinder, Bestkeeper, ΔCt method, RefFinder.",Silybum marianum (S. marianum)
36991508,Evaluation of reference genes for transcript analyses in Komagataella phaffii (Pichia pastoris).,"Besleaga Mihail, Vignolle Gabriel A, Kopp Julian, Spadiut Oliver, Mach Robert L, Mach-Aigner Astrid R, Zimmermann Christian","The yeast Komagataella phaffii (Pichia pastoris) is routinely used for heterologous protein expression and is suggested as a model organism for yeast. Despite its importance and application potential, no reference gene for transcript analysis via RT-qPCR assays has been evaluated to date. In this study, we searched publicly available RNASeq data for stably expressed genes to find potential reference genes for relative transcript analysis by RT-qPCR in K. phaffii. To evaluate the applicability of these genes, we used a diverse set of samples from three different strains and a broad range of cultivation conditions. The transcript levels of 9 genes were measured and compared using commonly applied bioinformatic tools.",Fungal biology and biotechnology,2023.0,England,10.1186/s40694-023-00154-1,Journal Article,,"Housekeeping genes, Komagataella phaffii, Pichia pastoris, RT-qPCR, Relative transcript analysis, Transcriptomics","RT-qPCR, publicly available RNASeq data, stably expressed genes, bioinformatic tools.",Komagataella phaffii (Pichia pastoris)
33240331,Identification of Ginger (<i>Zingiber officinale</i> Roscoe) Reference Genes for Gene Expression Analysis.,"Lv Yao, Li Yanyan, Liu Xiaohui, Xu Kun","Quantitative real-time PCR (qRT-PCR) is widely used in the detection of gene expression level. However, there is no suitable ginger reference gene for qPCR analysis. Therefore, it is the primary task to select and validate the appropriate ginger reference gene to normalize the expression of target genes. In this study, 14 candidate reference genes were selected and analyzed in different tissues (leaf, and rhizome), different development stages, different varieties, and abiotic stress (ABA and salt stress). Expression stability was calculated using geNorm and NormFinder, Bestkeeper, and RefFinder. For abiotic stress and total conditions, 28S and COX were identified as the most stable genes. In addition, RPII was the most stable in the different development stages and different varieties. TEF2 and RPL2 were the least stably expressed in the tissue and all the conditions. In order to verify the feasibility of these genes as reference genes, we used the most stable and least stable reference genes to normalize the expression levels of <i>ZoSPS</i> genes under different conditions. This work can provide theoretical support for future research on ginger gene expression.",Frontiers in genetics,2020.0,Switzerland,10.3389/fgene.2020.586098,Journal Article,,"gene expression, ginger, normalization, qRT-PCR, reference gene","geNorm, NormFinder, Bestkeeper, RefFinder, quantitative real-time PCR (qRT-PCR), expression stability, 28S, COX, RPII, TEF2, RPL2.","[28S, COX, RPII, TEF2, RPL2, ginger (Zingiber officinale)]"
35110670,Evaluation of stable reference genes for qPCR normalization in circadian studies related to lung inflammation and injury in mouse model.,"Giri Allan, Sundar Isaac Kirubakaran","Circadian rhythms have a profound effect on lung function and immune-inflammatory response in chronic airway diseases. Thus, understanding the molecular mechanisms of circadian gene expression of core clock-controlled genes (CCGs) may help better understand how it contributes to the physiology and pathology of lung diseases. Ongoing studies have been analyzing gene expression levels of CCGs in mouse lungs using quantitative real-time PCR (qRT-PCR). However, to date, there are no reports on the most stable reference gene in the mouse lung for circadian studies. Herein, we utilized an acute house dust mite (HDM)-sensitization mouse model to evaluate the stability of 10 reference genes commonly used for qRT-PCR normalization using 5 unique algorithms: GeNorm, NormFinder, BestKeeper, RefFinder and Qbase+. Rn18s was determined as the most stable reference gene across all samples evaluated, and Actb, the least stable reference gene. Furthermore, CircWave analysis showed no diurnal variation in the expression pattern for Rn18s but Actb showed strong diurnal changes in the lungs of both PBS (control) and HDM groups. We demonstrate systematically how using Actb as a housekeeping gene offsets the diurnal expression patterns of the CCGs and leads to statistically significant results which may not be the true reflection of the qRT-PCR analysis.",Scientific reports,2022.0,England,10.1038/s41598-022-05836-1,"Evaluation Study, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Acute Lung Injury, Algorithms, Animals, Circadian Rhythm, Female, Gene Expression Profiling, Gene Expression Regulation, Genes, Essential, Male, Mice, Mice, Inbred C57BL, Pneumonia, Real-Time Polymerase Chain Reaction, Reference Standards, Software",,"[qRT-PCR, GeNorm, NormFinder, BestKeeper, RefFinder, Qbase+]
Note: The abstract mentions several methods and algorithms used in the study, including quantitative real-time PCR (qRT-PCR), as well as specific algorithms for determining the most stable reference gene: GeNorm, NormFinder, BestKeeper, RefFinder, and Qbase+.","Mice [mouse lungs], house dust mite (HDM)"
38651047,"Evaluation of reference genes for quantitative expression analysis in <i>Mylabris sibirica</i> (Coleoptera, Meloidae).","Shen Chen-Hui, Tang Min, Li Xiao-Fei, Zhu Li, Li Wei, Deng Pan, Zhai Qing, Wu Gang, Yan Xiao-Hong","<i>Mylabris sibirica</i> is a hypermetamorphic insect whose adults feed on oilseed rape. However, due to a shortage of effective and appropriate endogenous references, studies on molecular functional genes in <i>Mylabris sibirica</i>, have been tremendously limited. In this study, ten internal reference genes (<i>ACT</i>, <i>ARF1</i>, <i>AK</i>, <i>EF1α</i>, <i>GAPDH</i>, <i>α-TUB</i>, <i>RPL6</i>, <i>RPL13</i>, <i>RPS3</i> and <i>RPS18</i>) were tested and assessed under four selected treatments including adult ages, adult tissues, temperatures, and sex by RT-qPCR based on five methods (Ct value, geNorm, NormFinder, BestKeeper and RefFinder). Our findings showed that <i>RPL6</i> and <i>RPL13</i> were the most optimal internal reference gene combination for gene expression during various adult ages and under diverse temperatures; The combination of <i>RPL6</i> and <i>RPS18</i> was recommended to test gene transcription levels under different adult tissues. <i>AK</i> and <i>RPL6</i> were the best reference genes in male and female adults. <i>RPL6</i> and <i>RPL13</i> were the most appropriate reference gene pair to estimate gene expression levels under four different tested backgrounds. The relative transcript levels of a uridine diphosphate (UDP)-N-acetylglucosamine-pyrophosphorylase (<i>MsUAP</i>), varied greatly according to normalization with the two most- and least-suited reference genes. This study will lay the basis for further molecular physiology and biochemistry studies in <i>M. sibirica</i>, such as development, reproduction, sex differentiation, cold and heat resistance.",Frontiers in physiology,2024.0,Switzerland,10.3389/fphys.2024.1345836,Journal Article,,"Mylabris sibirica, RT-qPCR, RefFinder, geNorm, reference gene","RT-qPCR, Ct value, geNorm, NormFinder, BestKeeper, RefFinder.","[Mylabris sibirica, ACT, ARF1, AK, EF1α, GAPDH, α-TUB, RPL6, RPL13, RPS3, RPS18, MsUAP]"
30836711,Identification of Reference Genes for Quantitative Gene Expression Studies in Three Tissues of Japanese Quail.,"Vitorino Carvalho Anaïs, Couroussé Nathalie, Crochet Sabine, Coustham Vincent","RT-qPCR is the gold standard for candidate gene expression analysis. However, the interpretation of RT-qPCR results depends on the proper use of internal controls, i.e., reference genes. Japanese quail is an agronomic species also used as a laboratory model, but little is known about RT-qPCR reference genes for this species. Thus, we investigated 10 putative reference genes (<i>ACTB</i>, <i>GAPDH</i>, <i>PGK1</i>, <i>RPS7</i>, <i>RPS8</i>, <i>RPL19</i>, <i>RPL32</i>, <i>SDHA</i>, <i>TBP</i> and <i>YWHAZ</i>) in three different female and male quail tissues (liver, brain and pectoral muscle). Gene expression stability was evaluated with three different algorithms: geNorm, NormFinder and BestKeeper. For each tissue, a suitable set of reference genes was defined and validated by a differential analysis of gene expression between females and males (<i>CCNH</i> in brain and <i>RPL19</i> in pectoral muscle). Collectively, our study led to the identification of suitable reference genes in liver, brain and pectoral muscle for Japanese quail, along with recommendations for the identification of reference gene sets for this species.",Genes,2019.0,Switzerland,10.3390/genes10030197,"Journal Article, Research Support, Non-U.S. Gov't","Algorithms, Animals, Avian Proteins, Brain, Coturnix, Cyclin H, Female, Gene Expression Profiling, Gene Expression Regulation, Male, Muscle, Skeletal, Organ Specificity, Real-Time Polymerase Chain Reaction, Reference Standards, Ribosomal Proteins","Japanese quail, RT-qPCR, gene expression, reference gene","geNorm, NormFinder, BestKeeper, RT-qPCR.","<i>ACTB, GAPDH, PGK1, RPS7, RPS8, RPL19, RPL32, SDHA, TBP, YWHAZ, Japanese quail (Coturnix japonica), female Japanese quail, male Japanese quail, liver, brain, pectoral muscle, <i>CCNH</i></i>"
36899781,Transcriptome-Based Evaluation of Optimal Reference Genes for Quantitative Real-Time PCR in Yak Stomach throughout the Growth Cycle.,"Min Qi, Yang Lu, Wang Yu, Liu Yili, Jiang Mingfeng","Efficient nutritional assimilation and energy metabolism in the stomachs of yaks contribute to their adaption to harsh environments. Accurate gene expression profile analysis will help further reveal the molecular mechanism of nutrient and energy metabolism in the yak stomach. RT-qPCR is regarded as an accurate and dependable method for analyzing gene expression. The selection of reference genes is essential to obtain meaningful RT-qPCR results, especially in longitudinal gene expression studies of tissues and organs. Our objective was to select and validate optimal reference genes from across the transcriptome as internal controls for longitudinal gene expression studies in the yak stomach. In this study, 15 candidate reference genes (CRGs) were determined according to transcriptome sequencing (RNA-seq) results and the previous literature. The expression levels of these 15 CRGs were quantified using RT-qPCR in the yak stomach, including the rumen, reticulum, omasum and abomasum at five stages: 0 days, 20 days, 60 days, 15 months and three years old (adult). Subsequently, the expression stabilities of these 15 CRGs were evaluated via four algorithms: geNorm, NormFinder, BestKeeper and the comparative C<sub>T</sub> method. Furthermore, RefFinder was employed to obtain a comprehensive ranking of the stability of CRGs. The analysis results indicate that <i>RPS15</i>, <i>MRPL39</i> and <i>RPS23</i> are the most stable genes in the yak stomach throughout the growth cycle. In addition, to verify the reliability of the selected CRGs, the relative expression levels of <i>HMGCS2</i> were quantified via RT-qPCR using the three most stable or the three least stable CRGs. Overall, we recommend combining <i>RPS15</i>, <i>MRPL39</i> and <i>RPS23</i> as reference genes for the normalization of RT-qPCR data in the yak stomach throughout the growth cycle.",Animals : an open access journal from MDPI,2023.0,Switzerland,10.3390/ani13050925,Journal Article,,"RT-qPCR, reference gene, stomach, transcriptome-wide, yak","RT-qPCR, geNorm, NormFinder, BestKeeper, comparative C<sub>T</sub> method, RefFinder.","<i>yaks</i>, <i>RNA-seq</i>, <i>rumen</i>, <i>reticulum</i>, <i>omasum</i>, <i>abomasum</i>, <i>RPS15</i>, <i>MRPL39</i>, <i>RPS23</i>, <i>HMGCS2</i>"
32509939,Real-time PCR data for reference candidate gene selection in tomato infected with Tomato curly stunt virus.,"Bokhale Mamokete, Mwaba Imanu, Allie Farhahna","Real-time PCR (qPCR) is a useful and robust method of quantifying gene expression, provided that suitable reference genes are used to normalize the data. To date, suitable reference genes have not been validated for tomato gene expression changes in response to Tomato curly stunt virus (ToCSV). RT-qPCR was conducted on resistent (R) and susceptible (S) tomato leave tissue infected with ToCSV at 35 days post infection. Ten candidate reference genes were selected and validated using SYBR green. Here, we report a set of primers designed for the ten candidate genes and the data for the melt curve analysis and standard curves generated for each candidate reference gene. This data provides a useful resourse in reference gene selection for future use in the normalization of qPCR data investigating tomato-virus interactions. To our knowledge, this data provides the first selection and testing of candidate reference genes in a tomato-ToCSV pathosystem.",Data in brief,2020.0,Netherlands,10.1016/j.dib.2020.105750,Journal Article,,"Melt curve analysis, Normalization, Real-time PCR, Reference genes, ToCSV, Tomato","RT-qPCR, SYBR green, melt curve analysis, standard curves.","Tomato (Susceptible and Resistant), Tomato curly stunt virus (ToCSV)"
36568365,Identification of optimal reference genes for gene expression normalization in human osteosarcoma cell lines under proliferative conditions.,"Dong Xiaoming, Yang Qiwei, Du Zhenwu, Zhang Guizhen, Shi Chuankai, Qin Xuyuan, Song Yang","The molecular pathogenesis and therapeutic target research studies on osteosarcoma (OS) have developed well during the last few years using various OS cell lines with reverse transcription quantitative polymerase chain reaction (RT-qPCR). However, the identification of suitable reference genes of RT-qPCR for OS cell lines has not been reported. Here, we conducted the normalization research of 12 reference genes (GAPDH, ACTB, 18S, B2M, ALAS1, GUSB, HPRT1, HMBS, PPIA, PUM1, RPL29, and TBP) for gene expression analysis in four kinds of human OS cell lines (U2OS, Saos-2, HOS, and MG-63) to improve the investigation of molecular mechanisms and the accuracy of diagnosis and prognostic molecular targets of OS. The gene expression stability and applicability of the 12 reference gene candidates were determined using geNorm, NormFinder, and BestKeeper software. The results indicated that PUM1 and the combination of PPIA + ALAS1 were recommended as the optimal reference gene in these four different sources of human OS cell lines under proliferative conditions. The present study identified the most suitable reference genes and reference gene combinations for OS cell lines under proliferative conditions in order to use in gene expression profile analysis. A reliable standardized method has the potential to improve the understanding of the biological mechanisms underlying OS in the future.",Frontiers in genetics,2022.0,Switzerland,10.3389/fgene.2022.989990,Journal Article,,"gene expression, human osteosarcoma, normalization, reference gene, reverse transcription quantitative polymerase chain reaction","[geNorm, NormFinder, BestKeeper, reverse transcription quantitative polymerase chain reaction (RT-qPCR)]","[GAPDH, ACTB, 18S, B2M, ALAS1, GUSB, HPRT1, HMBS, PPIA, PUM1, RPL29, TBP, U2OS, Saos-2, HOS, and MG-63]
Note: GAPDH, ACTB, 18S, B2M, ALAS1, GUSB, HPRT1, HMBS, PPIA, PUM1, RPL29, and TBP are genes, while U2OS, Saos-2, HOS, and MG-63 are specific types of human OS cell"
35052500,Selection and Validation of Reliable Reference Genes for Gene Expression Studies in Different Genotypes and TRV-Infected Fruits of Peach (<i>Prunus persica</i> L. Batsch) during Ripening.,"Xu Ze, Dai Jieyu, Su Weijing, Wu Haixia, Shah Kamran, Xing Libo, Ma Juanjuan, Zhang Dong, Zhao Caiping","Real-time quantitative PCR (RT-qPCR) is a powerful tool to detect and quantify transcription abundance, and the stability of the reference gene determines its success. However, the most suitable reference gene for different genotypes and tobacco rattle virus (TRV) infected fruits was unclear in peach (<i>Prunus persica</i> L. Batsch). In this study, 10 reference genes were selected and gene expression was characterized by RT-qPCR across all samples, including different genotypes and TRV-infected fruits during ripening. Four statistical algorithms (geNorm, NormFinder, BestKeeper, and RefFinder) were used to calculate the stability of 10 reference genes. The geNorm analysis indicated that two suitable reference genes should be used for gene expression normalization. In general, the best combination of reference genes was <i>CYP2</i> and <i>Tua5</i> for TRV-infected fruits and <i>CYP2</i> and <i>Tub1</i> for different genotypes. In <i>18S</i>, <i>GADPH,</i> and <i>TEF2</i>, there is an unacceptable variability of gene expression in all experimental conditions. Furthermore, to confirm the validity of the reference genes, the expression levels of <i>PpACO1</i>, <i>PpEIN2</i>, and <i>PpPL</i> were normalized at different fruit storage periods. In summary, our results provide guidelines for selecting reliable reference genes in different genotypes and TRV-infected fruits and lay the foundation for accurate evaluation of gene expression for RT-qPCR analysis in peach.",Genes,2022.0,Switzerland,10.3390/genes13010160,"Journal Article, Research Support, Non-U.S. Gov't","Fruit, Gene Expression Profiling, Gene Expression Regulation, Plant, Genotype, Plant Proteins, Plant Viruses, Prunus persica, Reference Standards","Prunus persica, TRV-infected fruits, data normalization, different genotypes, reference gene","geNorm, NormFinder, BestKeeper, RefFinder, real-time quantitative PCR (RT-qPCR), gene expression, tobacco rattle virus (TRV), different genotypes, ripening, CYP2, Tua5, Tub1, 18S, GADPH, TEF2, PpACO1, PpEIN2, PpPL.","<i>Prunus persica</i> (peach), tobacco rattle virus (TRV), <i>CYP2</i>, <i>Tua5</i>, <i>Tub1</i>, <i>18S</i>, <i>GADPH</i>, <i>TEF2</i>, <i>PpACO1</i>, <i>PpEIN2</i>, <i>PpPL</i>."
31139651,Stable Reference Gene Selection for RT-qPCR Analysis in <i>Synechococcus elongatus</i> PCC 7942 under Abiotic Stresses.,"Luo Xiao, Li Jiaxing, Chang Tianliang, He Hongyan, Zhao Yi, Yang Xue, Zhao Yuwei, Xu Yao","<i>Synechococcus elongatus</i> PCC 7942 (<i>S. elongatus</i> PCC 7942) is a model cyanobacteria species for circadian clock mechanism studies. It has also been widely used as a bioreactor to produce biofuels and other metabolic products. Quantitative real-time PCR (qPCR) technology is the most commonly used method for studying the expression of specific genes, in which the relative expression level of target genes is calibrated by stably expressed internal reference genes. In this work, we examined the expression of nine candidate reference genes in time-course samples of <i>S. elongatus</i> PCC 7942 under no treatment (control), NaCl-stress conditions, H<sub>2</sub>O<sub>2</sub>-stress conditions, and high light-stress conditions. Based on the qPCR amplification parameters, the stability ranking of these candidate reference genes was established by three statistical software programs, geNorm, NormFinder, and BestKeeper. Considering all the stress conditions or high light stress alone, the results showed that the combination of <i>prs</i> and <i>secA</i> was the best choice for the double reference gene calibration method by qPCR. The combination of <i>secA</i> and <i>ppc</i>, <i>rimM</i> and <i>rnpA</i>, <i>rnpA,</i> and <i>ilvD</i> was most stable under no treatment, NaCl-stress conditions, and H<sub>2</sub>O<sub>2</sub>-stress conditions, respectively. <i>rimM</i> was stable under only special conditions and should be carefully chosen. <i>16S</i> and <i>rnpB</i> were not suitable as internal reference genes for <i>S. elongatus</i> PCC 7942 qPCR experiments under all experimental conditions. To validate the above results, a cyanobacterial core clock gene, <i>kaiC</i>, was used to evaluate the actual performance of the optimized reference genes by qPCR, as well as the worst reference genes under different stress conditions. The results indicated that the best reference gene yielded more accurate calibration results for qPCR experiments carried out in <i>S. elongatus</i> PCC 7942 time-course samples.",BioMed research international,2019.0,United States,10.1155/2019/7630601,Journal Article,"Gene Expression Regulation, Plant, Genes, Plant, Real-Time Polymerase Chain Reaction, Reference Standards, Reproducibility of Results, Software, Stress, Physiological, Synechococcus",,"qPCR, geNorm, NormFinder, BestKeeper, double reference gene calibration method, stability ranking, amplification parameters, cyanobacterial core clock gene, kaiC.","<i>Synechococcus elongatus</i> PCC 7942, <i>S. elongatus</i> PCC 7942 cells, <i>prs</i> gene, <i>secA</i> gene, <i>ppc</i> gene, <i>rimM</i> gene, <i>rnpA</i> gene, <i>ilvD</i> gene, <i>16S</i> gene, <i>rnpB</i> gene, <i>kaiC</i> gene."
31402818,Identification of stable reference gene for transcript normalization in black pepper-<i>Phytophthora capsici</i> pathosystem.,"Umadevi P, Suraby E J, Anandaraj M, Nepolean T","A systematic validation of reference genes is a pre-requisite for the proper normalization of gene transcripts. In the present study, the annotated sequences from black pepper (<i>Piper nigrum</i> L.) leaf transcriptome were used as reference genes namely actin (<i>PnACT</i>), glyceraldehyde phosphate dehydrogenase (<i>PnGAPDH</i>), β-tubulin (<i>PnTUB</i>), ubiquitin conjugating enzyme (<i>PnUBCE</i>), 18sr<i>RNA</i> and elongation factor-1-α (<i>PnElF</i>) to identify the stable reference gene. We focused the selection of stable reference gene on important biotic stress (<i>Phytophthora</i>) with different algorithms (geNorm, NormFinder and BestKeeper) along with Reffinder which resulted in identification of <i>PnGAPDH</i> and <i>PnUBCE</i> as stable genes. Norm qPCR (R package) was also used to estimate the stability of the selected genes. We elucidated the expression patterns of a target gene <i>PnBGLU</i> which codes for 1,3 beta glucanase with most stable as well as least stable reference genes by which the importance of selecting the stable gene for gene expression studies in this system was emphasized. The mean expression levels of <i>PnBGLU</i> was significantly overestimated and misinterpreted when least stable reference gene was used as normalizer. The selected reference genes on further analysis of the expression dynamics of <i>PnBGLU</i> among resistant and susceptible genotypes showed <i>PnGAPDH</i> as the suitable reference gene for <i>P</i>. <i>nigrum</i>-<i>P</i>. <i>capsici</i> pathosystem.",Physiology and molecular biology of plants : an international journal of functional plant biology,2019.0,India,10.1007/s12298-019-00653-9,Journal Article,,"Biotic stress, Gene expression, Housekeeping genes, Validation","actin (PnACT), glyceraldehyde phosphate dehydrogenase (PnGAPDH), β-tubulin (PnTUB), ubiquitin conjugating enzyme (PnUBCE), 18sRNA, elongation factor-1-α (PnElF), geNorm, NormFinder, BestKeeper, Reffinder, Norm qPCR (R package)","<i>Piper nigrum</i> L. (black pepper), <i>Phytophthora</i> (biotic stress), <i>PnACT</i> (actin), <i>PnGAPDH</i> (glyceraldehyde phosphate dehydrogenase), <i>PnTUB</i> (β-tubulin), <i>PnUBCE</i> (ubiquitin conjugating enzyme), 18sr<i>RNA</i>, <i>PnElF</i> (elongation factor-1-α), <i>Pn"
27446172,Selection and Validation of Reference Genes for Quantitative Real-time PCR in Gentiana macrophylla.,"He Yihan, Yan Hailing, Hua Wenping, Huang Yaya, Wang Zhezhi","Real time quantitative PCR (RT-qPCR or qPCR) has been extensively applied for analyzing gene expression because of its accuracy, sensitivity, and high throughput. However, the unsuitable choice of reference gene(s) can lead to a misinterpretation of results. We evaluated the stability of 10 candidates - five traditional housekeeping genes (UBC21, GAPC2, EF-1α4, UBQ10, and UBC10) and five novel genes (SAND1, FBOX, PTB1, ARP, and Expressed1) - using the transcriptome data of Gentiana macrophylla. Common statistical algorithms ΔC t, GeNorm, NormFinder, and BestKeeper were run with samples collected from plants under various experimental conditions. For normalizing expression levels from tissues at different developmental stages, GAPC2 and UBC21 had the highest rankings. Both SAND1 and GAPC2 proved to be the optimal reference genes for roots from plants exposed to abiotic stresses while EF-1α4 and SAND1 were optimal when examining expression data from the leaves of stressed plants. Based on a comprehensive ranking of stability under different experimental conditions, we recommend that SAND1 and EF-1α4 are the most suitable overall. In this study, to find a suitable reference gene and its real-time PCR assay for G. macrophylla DNA content quantification, we evaluated three target genes including WRKY30, G10H, and SLS, through qualitative and absolute quantitative PCR with leaves under elicitors stressed experimental conditions. Arbitrary use of reference genes without previous evaluation can lead to a misinterpretation of the data. Our results will benefit future research on the expression of genes related to secoiridoid biosynthesis in this species under different experimental conditions.",Frontiers in plant science,2016.0,Switzerland,10.3389/fpls.2016.00945,Journal Article,,"Gentiana macrophylla, abiotic stress, gene expression, qPCR, reference gene, transcriptome","ΔCt method, GeNorm algorithm, NormFinder algorithm, BestKeeper algorithm, UBC21 gene, GAPC2 gene, EF-1α4 gene, UBQ10 gene, UBC10 gene, SAND1 gene, FBOX gene, PTB1 gene, ARP gene, Expressed1 gene, WRKY30 gene, G10H gene, SLS gene.","Gentiana macrophylla, UBC21, GAPC2, EF-1α4, UBQ10, UBC10, SAND1, FBOX, PTB1, ARP, Expressed1, WRKY30, G10H, SLS."
38116324,Exogenous spike-in mouse RNAs for accurate differential gene expression analysis in barley using RT-qPCR.,"Vinje Marcus A, Friedman David A","Reverse transcriptase quantitative polymerase chain reaction (RT-qPCR) followed by the 2<sup>-ΔΔCt</sup> method is the most common way to measure transcript levels for relative gene expression assays. The quality of an RT-qPCR assay is dependent upon the identification and validation of reference genes to normalize gene expression data. The so-called housekeeping genes are commonly used as internal reference genes because they are assumed to be ubiquitously expressed at stable levels. Commonly, researchers do not validate their reference genes but rely on historical reference genes or previously validated genes from an unrelated experiment. Using previously validated reference genes to assess gene expression changes occurring during malting resulted in extensive variability. Therefore, a new method was tested and validated to circumvent the use of internal reference genes. Total mouse RNA was chosen as the external reference RNA and a suite of primer sets to putatively stable mouse genes was created to identify stably expressed genes for use as an external reference gene. cDNA was created by co-amplifying total mouse RNA, as an RNA spike-in, and barley RNA. When using the external reference genes to normalize malting gene expression data, standard deviations were significantly reduced and significant differences in transcript abundance were observed, whereas when using the internal reference genes, standard deviations were larger with no significant differences seen. Furthermore, external reference genes were more accurate at assessing expression levels in malting and developing grains, whereas the internal reference genes overestimated abundance in developing grains and underestimated abundance in malting grains.",Biology methods & protocols,2023.0,England,10.1093/biomethods/bpad034,Journal Article,,"barley, grain development, malting, normalization, real-time PCR, spike-in RNA","[RT-qPCR, 2<sup>-ΔΔCt</sup> method, co-amplification, external reference RNA, suite of primer sets, total mouse RNA, putatively stable mouse genes, RNA spike-in, barley RNA]","[mouse, barley]
The abstract mentions the use of mouse and barley RNA in the experiment."
30978148,Identification of suitable reference microRNA for qPCR analysis in pediatric inflammatory bowel disease.,"Buonpane Christie, Ares Guillermo, Benyamen Beshoy, Yuan Carrie, Hunter Catherine J","Pediatric inflammatory bowel disease (IBD) accounts for 10-15% of IBD and is associated with considerable morbidity for patients. Dysregulated microRNAs (miRNA, miR), small noncoding RNA molecules that modulate gene expression, have been the target of research in IBD diagnosis, surveillance, and therapy. Proper selection of reference genes, which are a prerequisite for accurate measurement of miRNA expression, is currently lacking. We hypothesize that appropriate normalization requires unique reference genes for different tissue and disease types. Through the study of 28 pediatric intestinal samples, we sought to create a protocol for selection of suitable endogenous reference genes. Candidate reference genes (miR-16, 193a, 27a, 103a, 191) were analyzed by RT-quantitative (q)PCR. Criteria used for designation of suitable reference genes were as follows: <i>1</i>) ubiquitous: present in all tissue samples with quantification cycle value 15-35; <i>2</i>) uniform expression: no differential expression between control and disease samples (<i>P</i> > 0.05); <i>3</i>) stability: stability value <0.5 by NormFinder. Our results suggest the use of miR-27a/191 for Crohn's disease small bowel, none of the five candidate genes for Crohn's disease colon, and miR-16/27a for ulcerative colitis. Additionally, target miR-874 had differential expression when normalized with different reference genes. Our results demonstrate that reference gene choice for qPCR analysis has a significant effect on study results and that proper data normalization is imperative.",Physiological genomics,2019.0,United States,10.1152/physiolgenomics.00126.2018,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Child, Child, Preschool, Female, Gene Expression Profiling, Humans, Inflammatory Bowel Diseases, Male, MicroRNAs, Real-Time Polymerase Chain Reaction","Crohn’s disease, inflammatory bowel disease, microRNA, reference gene, ulcerative colitis","miR-16, miR-193a, miR-27a, miR-103a, miR-191, NormFinder, RT-quantitative (q)PCR, differential expression, stability value, ubiquitous, uniform expression.","[miR-16, miR-193a, miR-27a, miR-103a, miR-191, miR-874, pediatric intestinal samples (implied), intestinal samples from patients with Crohn's disease (small bowel and colon), intestinal samples from patients with ulcerative colitis]"
